"","Sample","strain","replication","substrate","concentration","hour","values","substrate_groups","temperature"
"3572","426/24","G323/23","1","Sodium Benzoate",3,24,0.107,"others","24"
"3573","412/24","G322/23","2","Sodium Benzoate",3,0,0.11,"others","24"
"3574","426/24","G323/23","1","Sodium Benzoate",3,0,0.1,"others","24"
"3575","397/24","G321/23","2","Sodium Benzoate",3,48,0.117,"others","24"
"3576","427/24","G323/23","2","Sodium Benzoate",3,24,0.267,"others","24"
"3577","411/24","G322/23","1","Sodium Benzoate",3,48,0.112,"others","24"
"3578","398/24","G321/23","3","Sodium Benzoate",3,24,0.366,"others","24"
"3579","412/24","G322/23","2","Sodium Benzoate",3,72,0.136,"others","24"
"3580","396/24","G321/23","1","Sodium Benzoate",3,96,0.115,"others","24"
"3581","412/24","G322/23","2","Sodium Benzoate",3,96,0.129,"others","24"
"3582","413/24","G322/23","3","Sodium Benzoate",3,96,0.43,"others","24"
"3583","398/24","G321/23","3","Sodium Benzoate",3,96,0.373,"others","24"
"3584","397/24","G321/23","2","Sodium Benzoate",3,24,0.12,"others","24"
"3585","427/24","G323/23","2","Sodium Benzoate",3,72,0.254,"others","24"
"3586","396/24","G321/23","1","Sodium Benzoate",3,24,0.109,"others","24"
"3587","426/24","G323/23","1","Sodium Benzoate",3,72,0.12,"others","24"
"3588","400/24","G321/23","2","Kanamycin Monosulfate",3,48,0.258,"antibiotics","24"
"3589","400/24","G321/23","2","Kanamycin Monosulfate",3,0,0.102,"antibiotics","24"
"3590","399/24","G321/23","1","Kanamycin Monosulfate",3,96,0.415,"antibiotics","24"
"3591","431/24","G323/23","3","Kanamycin Monosulfate",3,72,0.174,"antibiotics","24"
"3592","400/24","G321/23","2","Kanamycin Monosulfate",3,24,0.198,"antibiotics","24"
"3593","401/24","G321/23","3","Kanamycin Monosulfate",3,72,0.272,"antibiotics","24"
"3594","431/24","G323/23","3","Kanamycin Monosulfate",3,0,0.108,"antibiotics","24"
"3595","414/24","G322/23","1","Kanamycin Monosulfate",3,72,0.219,"antibiotics","24"
"3596","430/24","G323/23","2","Kanamycin Monosulfate",3,24,0.116,"antibiotics","24"
"3597","399/24","G321/23","1","Kanamycin Monosulfate",3,24,0.159,"antibiotics","24"
"3598","431/24","G323/23","3","Kanamycin Monosulfate",3,24,0.158,"antibiotics","24"
"3599","414/24","G322/23","1","Kanamycin Monosulfate",3,48,0.192,"antibiotics","24"
"3600","399/24","G321/23","1","Kanamycin Monosulfate",3,0,0.118,"antibiotics","24"
"3601","430/24","G323/23","2","Kanamycin Monosulfate",3,96,1.159,"antibiotics","24"
"3602","429/24","G323/23","1","Kanamycin Monosulfate",3,96,0.181,"antibiotics","24"
"3603","430/24","G323/23","2","Kanamycin Monosulfate",3,48,0.142,"antibiotics","24"
"3604","429/24","G323/23","1","Kanamycin Monosulfate",3,0,0.115,"antibiotics","24"
"3605","399/24","G321/23","1","Kanamycin Monosulfate",3,72,0.19,"antibiotics","24"
"3606","431/24","G323/23","3","Kanamycin Monosulfate",3,96,0.158,"antibiotics","24"
"3607","399/24","G321/23","1","Kanamycin Monosulfate",3,48,0.185,"antibiotics","24"
"3608","401/24","G321/23","3","Kanamycin Monosulfate",3,96,0.277,"antibiotics","24"
"3609","400/24","G321/23","2","Kanamycin Monosulfate",3,72,0.567,"antibiotics","24"
"3610","415/24","G322/23","2","Kanamycin Monosulfate",3,96,1.154,"antibiotics","24"
"3611","429/24","G323/23","1","Kanamycin Monosulfate",3,24,0.159,"antibiotics","24"
"3612","415/24","G322/23","2","Kanamycin Monosulfate",3,48,0.106,"antibiotics","24"
"3613","415/24","G322/23","2","Kanamycin Monosulfate",3,0,0.096,"antibiotics","24"
"3614","401/24","G321/23","3","Kanamycin Monosulfate",3,48,0.263,"antibiotics","24"
"3615","430/24","G323/23","2","Kanamycin Monosulfate",3,0,0.115,"antibiotics","24"
"3616","416/24","G322/23","3","Kanamycin Monosulfate",3,48,0.27,"antibiotics","24"
"3617","429/24","G323/23","1","Kanamycin Monosulfate",3,72,0.178,"antibiotics","24"
"3618","416/24","G322/23","3","Kanamycin Monosulfate",3,96,0.163,"antibiotics","24"
"3619","430/24","G323/23","2","Kanamycin Monosulfate",3,72,0.171,"antibiotics","24"
"3620","414/24","G322/23","1","Kanamycin Monosulfate",3,0,0.118,"antibiotics","24"
"3621","400/24","G321/23","2","Kanamycin Monosulfate",3,96,1.259,"antibiotics","24"
"3622","414/24","G322/23","1","Kanamycin Monosulfate",3,96,0.484,"antibiotics","24"
"3623","401/24","G321/23","3","Kanamycin Monosulfate",3,24,0.227,"antibiotics","24"
"3624","431/24","G323/23","3","Kanamycin Monosulfate",3,48,0.169,"antibiotics","24"
"3625","416/24","G322/23","3","Kanamycin Monosulfate",3,0,0.123,"antibiotics","24"
"3626","416/24","G322/23","3","Kanamycin Monosulfate",3,24,0.187,"antibiotics","24"
"3627","429/24","G323/23","1","Kanamycin Monosulfate",3,48,0.177,"antibiotics","24"
"3628","414/24","G322/23","1","Kanamycin Monosulfate",3,24,0.162,"antibiotics","24"
"3629","415/24","G322/23","2","Kanamycin Monosulfate",3,72,0.3,"antibiotics","24"
"3630","416/24","G322/23","3","Kanamycin Monosulfate",3,72,0.198,"antibiotics","24"
"3631","415/24","G322/23","2","Kanamycin Monosulfate",3,24,0.102,"antibiotics","24"
"3632","401/24","G321/23","3","Kanamycin Monosulfate",3,0,0.102,"antibiotics","24"
"3633","388/24","G321/23","2","Protamine sulfate",4,0,0.166,"membrane function compounds","24"
"3634","387/24","G321/23","1","Protamine sulfate",4,72,0.121,"membrane function compounds","24"
"3635","389/24","G321/23","3","Protamine sulfate",4,0,0.159,"membrane function compounds","24"
"3636","388/24","G321/23","2","Protamine sulfate",4,24,0.411,"membrane function compounds","24"
"3637","402/24","G322/23","1","Protamine sulfate",4,96,0.13,"membrane function compounds","24"
"3638","387/24","G321/23","1","Protamine sulfate",4,0,0.105,"membrane function compounds","24"
"3639","387/24","G321/23","1","Protamine sulfate",4,24,0.137,"membrane function compounds","24"
"3640","404/24","G322/23","3","Protamine sulfate",4,24,0.38,"membrane function compounds","24"
"3641","402/24","G322/23","1","Protamine sulfate",4,48,0.139,"membrane function compounds","24"
"3642","417/24","G323/23","1","Protamine sulfate",4,24,0.193,"membrane function compounds","24"
"3643","403/24","G322/23","2","Protamine sulfate",4,48,0.572,"membrane function compounds","24"
"3644","419/24","G323/23","3","Protamine sulfate",4,96,0.273,"membrane function compounds","24"
"3645","403/24","G322/23","2","Protamine sulfate",4,72,0.607,"membrane function compounds","24"
"3646","417/24","G323/23","1","Protamine sulfate",4,72,0.238,"membrane function compounds","24"
"3647","389/24","G321/23","3","Protamine sulfate",4,96,0.265,"membrane function compounds","24"
"3648","404/24","G322/23","3","Protamine sulfate",4,0,0.161,"membrane function compounds","24"
"3649","388/24","G321/23","2","Protamine sulfate",4,72,0.429,"membrane function compounds","24"
"3650","418/24","G323/23","2","Protamine sulfate",4,24,0.599,"membrane function compounds","24"
"3651","388/24","G321/23","2","Protamine sulfate",4,48,0.432,"membrane function compounds","24"
"3652","417/24","G323/23","1","Protamine sulfate",4,0,0.139,"membrane function compounds","24"
"3653","403/24","G322/23","2","Protamine sulfate",4,0,0.173,"membrane function compounds","24"
"3654","402/24","G322/23","1","Protamine sulfate",4,24,0.138,"membrane function compounds","24"
"3655","418/24","G323/23","2","Protamine sulfate",4,72,0.707,"membrane function compounds","24"
"3656","419/24","G323/23","3","Protamine sulfate",4,24,0.247,"membrane function compounds","24"
"3657","402/24","G322/23","1","Protamine sulfate",4,0,0.116,"membrane function compounds","24"
"3658","419/24","G323/23","3","Protamine sulfate",4,72,0.276,"membrane function compounds","24"
"3659","418/24","G323/23","2","Protamine sulfate",4,0,0.214,"membrane function compounds","24"
"3660","389/24","G321/23","3","Protamine sulfate",4,48,0.26,"membrane function compounds","24"
"3661","387/24","G321/23","1","Protamine sulfate",4,96,0.121,"membrane function compounds","24"
"3662","419/24","G323/23","3","Protamine sulfate",4,48,0.261,"membrane function compounds","24"
"3663","388/24","G321/23","2","Protamine sulfate",4,96,0.416,"membrane function compounds","24"
"3664","387/24","G321/23","1","Protamine sulfate",4,48,0.126,"membrane function compounds","24"
"3665","402/24","G322/23","1","Protamine sulfate",4,72,0.137,"membrane function compounds","24"
"3666","404/24","G322/23","3","Protamine sulfate",4,72,0.386,"membrane function compounds","24"
"3667","419/24","G323/23","3","Protamine sulfate",4,0,0.18,"membrane function compounds","24"
"3668","404/24","G322/23","3","Protamine sulfate",4,96,0.327,"membrane function compounds","24"
"3669","417/24","G323/23","1","Protamine sulfate",4,48,0.207,"membrane function compounds","24"
"3670","404/24","G322/23","3","Protamine sulfate",4,48,0.397,"membrane function compounds","24"
"3671","417/24","G323/23","1","Protamine sulfate",4,96,0.284,"membrane function compounds","24"
"3672","418/24","G323/23","2","Protamine sulfate",4,48,0.677,"membrane function compounds","24"
"3673","389/24","G321/23","3","Protamine sulfate",4,24,0.238,"membrane function compounds","24"
"3674","389/24","G321/23","3","Protamine sulfate",4,72,0.271,"membrane function compounds","24"
"3675","403/24","G322/23","2","Protamine sulfate",4,96,0.603,"membrane function compounds","24"
"3676","418/24","G323/23","2","Protamine sulfate",4,96,0.72,"membrane function compounds","24"
"3677","403/24","G322/23","2","Protamine sulfate",4,24,0.494,"membrane function compounds","24"
"3678","405/24","G322/23","1","Triclosan",4,72,0.595,"antimicrobial","24"
"3679","421/24","G323/23","2","Triclosan",4,24,0.141,"antimicrobial","24"
"3680","420/24","G323/23","1","Triclosan",4,24,0.212,"antimicrobial","24"
"3681","405/24","G322/23","1","Triclosan",4,0,0.097,"antimicrobial","24"
"3682","406/24","G322/23","2","Triclosan",4,48,0.156,"antimicrobial","24"
"3683","392/24","G321/23","3","Triclosan",4,24,0.137,"antimicrobial","24"
"3684","392/24","G321/23","3","Triclosan",4,48,0.134,"antimicrobial","24"
"3685","422/24","G323/23","3","Triclosan",4,96,0.24,"antimicrobial","24"
"3686","405/24","G322/23","1","Triclosan",4,96,1.354,"antimicrobial","24"
"3687","422/24","G323/23","3","Triclosan",4,48,0.259,"antimicrobial","24"
"3688","405/24","G322/23","1","Triclosan",4,24,0.105,"antimicrobial","24"
"3689","390/24","G321/23","1","Triclosan",4,96,0.668,"antimicrobial","24"
"3690","390/24","G321/23","1","Triclosan",4,48,0.182,"antimicrobial","24"
"3691","407/24","G322/23","3","Triclosan",4,24,0.143,"antimicrobial","24"
"3692","390/24","G321/23","1","Triclosan",4,72,0.177,"antimicrobial","24"
"3693","406/24","G322/23","2","Triclosan",4,72,0.161,"antimicrobial","24"
"3694","407/24","G322/23","3","Triclosan",4,0,0.12,"antimicrobial","24"
"3695","405/24","G322/23","1","Triclosan",4,48,0.125,"antimicrobial","24"
"3696","420/24","G323/23","1","Triclosan",4,72,0.419,"antimicrobial","24"
"3697","420/24","G323/23","1","Triclosan",4,48,0.256,"antimicrobial","24"
"3698","391/24","G321/23","2","Triclosan",4,72,0.258,"antimicrobial","24"
"3699","406/24","G322/23","2","Triclosan",4,96,0.159,"antimicrobial","24"
"3700","392/24","G321/23","3","Triclosan",4,72,0.127,"antimicrobial","24"
"3701","406/24","G322/23","2","Triclosan",4,24,0.134,"antimicrobial","24"
"3702","421/24","G323/23","2","Triclosan",4,48,0.158,"antimicrobial","24"
"3703","407/24","G322/23","3","Triclosan",4,96,0.134,"antimicrobial","24"
"3704","406/24","G322/23","2","Triclosan",4,0,0.118,"antimicrobial","24"
"3705","422/24","G323/23","3","Triclosan",4,0,0.134,"antimicrobial","24"
"3706","422/24","G323/23","3","Triclosan",4,24,0.244,"antimicrobial","24"
"3707","406/24","G322/23","2","Triclosan",4,96,0,"antimicrobial","24"
"3708","390/24","G321/23","1","Triclosan",4,0,0.118,"antimicrobial","24"
"3709","392/24","G321/23","3","Triclosan",4,96,0.126,"antimicrobial","24"
"3710","420/24","G323/23","1","Triclosan",4,96,1.135,"antimicrobial","24"
"3711","391/24","G321/23","2","Triclosan",4,96,0.258,"antimicrobial","24"
"3712","421/24","G323/23","2","Triclosan",4,0,0.124,"antimicrobial","24"
"3713","391/24","G321/23","2","Triclosan",4,48,0.259,"antimicrobial","24"
"3714","391/24","G321/23","2","Triclosan",4,24,0.243,"antimicrobial","24"
"3715","422/24","G323/23","3","Triclosan",4,72,0.254,"antimicrobial","24"
"3716","420/24","G323/23","1","Triclosan",4,0,0.15,"antimicrobial","24"
"3717","392/24","G321/23","3","Triclosan",4,0,0.126,"antimicrobial","24"
"3718","421/24","G323/23","2","Triclosan",4,72,0.165,"antimicrobial","24"
"3719","390/24","G321/23","1","Triclosan",4,24,0.197,"antimicrobial","24"
"3720","391/24","G321/23","2","Triclosan",4,0,0.129,"antimicrobial","24"
"3721","421/24","G323/23","2","Triclosan",4,96,0.175,"antimicrobial","24"
"3722","407/24","G322/23","3","Triclosan",4,72,0.137,"antimicrobial","24"
"3723","407/24","G322/23","3","Triclosan",4,48,0.151,"antimicrobial","24"
"3724","408/24","G322/23","1","Doxycyline Hyclate",4,96,0.8,"antibiotics","24"
"3725","393/24","G321/23","1","Doxycyline Hyclate",4,24,0.691,"antibiotics","24"
"3726","410/24","G322/23","3","Doxycyline Hyclate",4,0,0.096,"antibiotics","24"
"3727","393/24","G321/23","1","Doxycyline Hyclate",4,48,0.807,"antibiotics","24"
"3728","395/24","G321/23","3","Doxycyline Hyclate",4,0,0.107,"antibiotics","24"
"3729","409/24","G322/23","2","Doxycyline Hyclate",4,96,0.283,"antibiotics","24"
"3730","410/24","G322/23","3","Doxycyline Hyclate",4,96,1.235,"antibiotics","24"
"3731","424/24","G323/23","2","Doxycyline Hyclate",4,24,0.235,"antibiotics","24"
"3732","393/24","G321/23","1","Doxycyline Hyclate",4,72,0.864,"antibiotics","24"
"3733","395/24","G321/23","3","Doxycyline Hyclate",4,48,0.138,"antibiotics","24"
"3734","394/24","G321/23","2","Doxycyline Hyclate",4,48,0.292,"antibiotics","24"
"3735","410/24","G322/23","3","Doxycyline Hyclate",4,72,0.431,"antibiotics","24"
"3736","394/24","G321/23","2","Doxycyline Hyclate",4,96,0.375,"antibiotics","24"
"3737","423/24","G323/23","1","Doxycyline Hyclate",4,96,0.657,"antibiotics","24"
"3738","395/24","G321/23","3","Doxycyline Hyclate",4,96,0.238,"antibiotics","24"
"3739","424/24","G323/23","2","Doxycyline Hyclate",4,72,0.248,"antibiotics","24"
"3740","408/24","G322/23","1","Doxycyline Hyclate",4,24,0.598,"antibiotics","24"
"3741","408/24","G322/23","1","Doxycyline Hyclate",4,72,0.768,"antibiotics","24"
"3742","393/24","G321/23","1","Doxycyline Hyclate",4,0,0.165,"antibiotics","24"
"3743","423/24","G323/23","1","Doxycyline Hyclate",4,72,0.645,"antibiotics","24"
"3744","409/24","G322/23","2","Doxycyline Hyclate",4,0,0.156,"antibiotics","24"
"3745","408/24","G322/23","1","Doxycyline Hyclate",4,48,0.612,"antibiotics","24"
"3746","423/24","G323/23","1","Doxycyline Hyclate",4,24,0.576,"antibiotics","24"
"3747","395/24","G321/23","3","Doxycyline Hyclate",4,24,0.129,"antibiotics","24"
"3748","408/24","G322/23","1","Doxycyline Hyclate",4,0,0.182,"antibiotics","24"
"3749","423/24","G323/23","1","Doxycyline Hyclate",4,0,0.212,"antibiotics","24"
"3750","410/24","G322/23","3","Doxycyline Hyclate",4,48,0.125,"antibiotics","24"
"3751","423/24","G323/23","1","Doxycyline Hyclate",4,48,0,"antibiotics","24"
"3752","394/24","G321/23","2","Doxycyline Hyclate",4,72,0.286,"antibiotics","24"
"3753","394/24","G321/23","2","Doxycyline Hyclate",4,0,0.163,"antibiotics","24"
"3754","425/24","G323/23","3","Doxycyline Hyclate",4,96,1.113,"antibiotics","24"
"3755","424/24","G323/23","2","Doxycyline Hyclate",4,0,0.159,"antibiotics","24"
"3756","425/24","G323/23","3","Doxycyline Hyclate",4,48,0.114,"antibiotics","24"
"3757","394/24","G321/23","2","Doxycyline Hyclate",4,24,0.244,"antibiotics","24"
"3758","423/24","G323/23","1","Doxycyline Hyclate",4,48,0.629,"antibiotics","24"
"3759","395/24","G321/23","3","Doxycyline Hyclate",4,72,0.144,"antibiotics","24"
"3760","425/24","G323/23","3","Doxycyline Hyclate",4,72,0.407,"antibiotics","24"
"3761","409/24","G322/23","2","Doxycyline Hyclate",4,72,0.261,"antibiotics","24"
"3762","409/24","G322/23","2","Doxycyline Hyclate",4,24,0.24,"antibiotics","24"
"3763","410/24","G322/23","3","Doxycyline Hyclate",4,24,0.105,"antibiotics","24"
"3764","424/24","G323/23","2","Doxycyline Hyclate",4,96,0.249,"antibiotics","24"
"3765","425/24","G323/23","3","Doxycyline Hyclate",4,24,0.111,"antibiotics","24"
"3766","393/24","G321/23","1","Doxycyline Hyclate",4,96,0.964,"antibiotics","24"
"3767","425/24","G323/23","3","Doxycyline Hyclate",4,0,0.095,"antibiotics","24"
"3768","424/24","G323/23","2","Doxycyline Hyclate",4,48,0.248,"antibiotics","24"
"3769","409/24","G322/23","2","Doxycyline Hyclate",4,48,0.257,"antibiotics","24"
"3770","397/24","G321/23","2","Sodium Benzoate",4,24,0.12,"others","24"
"3771","427/24","G323/23","2","Sodium Benzoate",4,72,0.119,"others","24"
"3772","398/24","G321/23","3","Sodium Benzoate",4,24,0.472,"others","24"
"3773","413/24","G322/23","3","Sodium Benzoate",4,72,0.661,"others","24"
"3774","412/24","G322/23","2","Sodium Benzoate",4,72,0.239,"others","24"
"3775","428/24","G323/23","3","Sodium Benzoate",4,96,0.695,"others","24"
"3776","411/24","G322/23","1","Sodium Benzoate",4,0,0.101,"others","24"
"3777","396/24","G321/23","1","Sodium Benzoate",4,0,0.106,"others","24"
"3778","396/24","G321/23","1","Sodium Benzoate",4,24,0.163,"others","24"
"3779","397/24","G321/23","2","Sodium Benzoate",4,0,0.104,"others","24"
"3780","412/24","G322/23","2","Sodium Benzoate",4,96,0.24,"others","24"
"3781","396/24","G321/23","1","Sodium Benzoate",4,72,0.136,"others","24"
"3782","397/24","G321/23","2","Sodium Benzoate",4,48,0.115,"others","24"
"3783","427/24","G323/23","2","Sodium Benzoate",4,48,0.125,"others","24"
"3784","411/24","G322/23","1","Sodium Benzoate",4,24,0.116,"others","24"
"3785","396/24","G321/23","1","Sodium Benzoate",4,96,0.115,"others","24"
"3786","396/24","G321/23","1","Sodium Benzoate",4,48,0.172,"others","24"
"3787","413/24","G322/23","3","Sodium Benzoate",4,96,0.662,"others","24"
"3788","397/24","G321/23","2","Sodium Benzoate",4,96,0.109,"others","24"
"3789","412/24","G322/23","2","Sodium Benzoate",4,48,0.258,"others","24"
"3790","412/24","G322/23","2","Sodium Benzoate",4,24,0.26,"others","24"
"3791","398/24","G321/23","3","Sodium Benzoate",4,72,0.52,"others","24"
"3792","413/24","G322/23","3","Sodium Benzoate",4,48,0.651,"others","24"
"3793","426/24","G323/23","1","Sodium Benzoate",4,72,0.132,"others","24"
"3794","398/24","G321/23","3","Sodium Benzoate",4,96,0.522,"others","24"
"3795","411/24","G322/23","1","Sodium Benzoate",4,48,0.112,"others","24"
"3796","426/24","G323/23","1","Sodium Benzoate",4,48,0.143,"others","24"
